"","EvaluatorID","SubjectID","Relationship","ResponseID","StartDate","EndDate","Comm_scale","DM_scale","Dipl_scale","EI_scale","Infl_scale","Cult_scale","TW_scale","Giver_1","Giver_2","Giver_5","Giver_3","Giver_10","Matcher_1","Matcher_2","Matcher_3","Matcher_4","Taker_3","Taker_4","Taker_6","Taker_8","GritPas_22","GritPas_2","GritPas_4","GritPas_23","GritPas_26","GritPas_28","GritPas_27","GritPer_13","GritPer_14","GritPer_18","GritPer_19","GritPer_20","HumRec_13","HumMot_5","HumRec_10","HumMot_13","HumMot_6","HumRec_14","HumRec_12","HumMot_4","HumMot_9","HumRec_9","HumExp_1","HumExp_2","HumExp_3","HumExp_4","HumExp_5","HumExp_6","HumExp_7","HumExp_8","HumExp_9","HumExp_10","Comm_1","Comm_2","Comm_3","Comm_4","Comm_5","Comm_6","Comm_7","Comm_8","Comm_9","Comm_10","Comm_11","Comm_12","Comm_13","Comm_14","Cult_1","Cult_2","Cult_3","Cult_4","Cult_5","Cult_6","Cult_7","Cult_8","Cult_9","Cult_10","Cult_11","Dipl_1","Dipl_2","Dipl_3","Dipl_4","Dipl_5","Dipl_6","Dipl_7","Dipl_8","Dipl_9","Dipl_10","Dipl_11","Dipl_12","EI_1","EI_2","EI_3","EI_4","EI_5","EI_6","EI_7","EI_8","EI_9","EI_10","EI_11","DM_1","DM_2","DM_3","DM_4","DM_5","DM_6","DM_7","DM_8","DM_9","DM_10","DM_11","DM_12","DM_13","DM_14","Infl_1","Infl_2","Infl_3","Infl_4","Infl_5","Infl_6","Infl_7","Infl_8","Infl_9","TW_1","TW_2","TW_3","TW_4","TW_5","TW_6","TW_7","TW_8","TW_9","TW_10","TW_11","TW_12","TW_13","TW_14","TW_15","TW_16","TW_17","TW_18","TW_19","Perf_1","Perf_2","Perf_3","Perf_4","Perf_5","year","class","GritPer_scale","GritPas_scale","Giver_scale","Matcher_scale","Taker_scale","HumMot_scale","HumRec_scale","HumExp_scale","avg_perf","self_dummy","year_2019","year_2020","class_2021","class_2022","n_raters"
"25","P_86PUKheUerMTPYV","P_02jQyPR45vjlGKx","Peer","R_1P7xGKAASLsM0Fz","9/16/20 14:47","9/23/20 14:47",6.181818182,6,6,6.166666667,5.666666667,5.5,6.125,6,5,5,4,6,1,4,4,1,4,4,3,2,6,6,4,2,6,3,5,7,5,6,6,4,5,5,4,5,6,6,5,5,5,6,6,4,6,6,6,6,4,6,4,4,5,6,7,6,7,6,5,6,6,7,7,NA,NA,NA,NA,NA,5,NA,NA,6,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,7,6,NA,5,NA,NA,NA,NA,5,NA,6,6,6,6,7,6,NA,NA,NA,NA,NA,NA,5,6,6,NA,5,6,6,NA,NA,6,NA,5,6,6,6,7,7,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,91,86,96,90,"2020","2021",5.6,4.57142857142857,5.2,2.5,3.25,5.2,5.2,5.2,90.8,0,0,1,1,0,8
"26","P_9QPq664cNJxuYGp","P_02jQyPR45vjlGKx","Manager","R_1172OyhlLfkWfYH","9/21/20 6:39","9/21/20 7:01",6.727272727,7,6.5,6.428571429,6.714285714,6.833333333,7,7,6,6,6,7,2,6,4,2,3,5,3,5,7,5,7,3,5,2,6,7,5,7,7,7,3,6,4,7,7,6,7,7,7,3,7,5,7,7,7,7,5,7,6,4,6,7,7,6,7,7,7,7,6,7,7,NA,NA,NA,7,7,6,7,7,7,NA,NA,NA,NA,NA,6,7,7,NA,NA,6,NA,NA,NA,NA,NA,NA,6,6,6,7,7,7,6,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,6,7,7,7,6,7,7,NA,NA,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,90,90,100,100,"2020","2021",6.6,5,6.4,3.5,4,6.8,4.6,6.2,96,0,0,1,1,0,8
"27","P_3vBYqxuY08EFt9r","P_02jQyPR45vjlGKx","Manager","R_5p6oZtTZgUjxLxf","9/17/20 6:48","9/27/20 21:08",7,7,7,7,6.857142857,6.833333333,7,7,7,6,5,4,2,4,2,4,4,4,1,1,7,6,7,1,5,4,7,7,4,7,6,7,6,4,4,6,7,5,6,6,6,4,7,7,7,7,7,7,5,7,4,3,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,7,7,7,6,7,7,NA,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,7,6,7,7,NA,NA,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,99,99,99,99,"2020","2021",6.2,5.28571428571429,5.8,3,2.5,5.8,5,6.1,99,0,0,1,1,0,8
"28","P_02qTEGP1PX2qXIN","P_02qTEGP1PX2qXIN","Self","R_3oSZ8fV2pXACZ1h","9/26/20 10:38","9/26/20 11:05",5.583333333,5.333333333,5.75,5.75,5.142857143,4.625,5.846153846,6,5,6,6,4,3,5,3,2,2,3,2,4,5,3,3,1,3,2,4,6,5,6,5,4,6,5,6,5,5,5,5,6,5,5,4,5,5,5,5,6,5,6,5,5,5,5,6,5,6,5,6,5,NA,NA,6,6,6,6,NA,NA,5,4,NA,5,5,5,4,4,5,NA,NA,NA,NA,6,4,6,6,6,6,6,6,NA,6,4,6,NA,6,NA,6,6,6,6,NA,6,NA,NA,5,NA,NA,4,6,6,5,5,6,5,6,6,NA,6,NA,3,4,6,5,5,NA,7,NA,NA,NA,NA,NA,5,6,5,5,6,6,6,5,7,7,6,71,36,71,68,60,"2020","2022",5.2,3,5.4,3.25,2.75,5.2,5.4,5.1,61.2,1,0,1,0,1,7
"29","P_6zkpR7u6u7d7uGp","P_02qTEGP1PX2qXIN","Learning Teammate","R_x9gfWeYI1tPXO2R","9/27/20 20:35","9/27/20 21:25",5.583333333,5.777777778,5,5,4.857142857,5.5,5.583333333,6,4,5,6,5,2,5,2,2,3,3,2,2,5,4,4,2,3,2,5,6,4,6,5,4,4,5,5,6,5,5,5,5,4,5,5,4,6,6,6,5,4,5,4,4,6,6,5,5,6,6,6,5,NA,NA,5,6,6,5,NA,NA,6,6,NA,6,5,6,4,4,7,NA,NA,NA,NA,4,4,6,5,6,4,5,6,NA,4,3,6,NA,6,NA,6,6,4,5,NA,6,NA,NA,5,NA,NA,6,6,6,6,5,6,6,5,6,NA,5,NA,5,5,4,4,6,NA,7,NA,NA,NA,NA,NA,4,5,5,5,6,5,6,6,NA,6,6,77,77,88,80,86,"2020","2022",5,3.57142857142857,5.2,2.75,2.5,5,4.8,4.9,81.6,0,0,1,0,1,7
"30","P_8k7X6zIKrzHWXMF","P_02qTEGP1PX2qXIN","Learning Teammate","R_2Qof72loNWaAOqQ","9/14/20 10:35","9/28/20 15:48",5.583333333,4.666666667,5.125,5.25,4.857142857,4.75,5.307692308,6,6,6,7,6,1,7,1,1,3,4,2,1,5,4,4,2,4,4,4,7,5,6,6,6,6,6,5,6,6,6,6,6,5,6,5,6,6,6,7,6,4,6,5,6,5,5,6,6,5,5,6,5,NA,NA,6,6,6,6,NA,NA,5,4,NA,4,6,5,6,4,4,NA,NA,NA,NA,5,5,4,5,5,6,6,5,NA,5,5,5,NA,6,NA,6,5,5,5,NA,4,NA,NA,4,NA,NA,5,5,4,4,6,6,4,5,6,NA,5,NA,5,5,4,4,6,NA,6,NA,NA,NA,NA,NA,5,6,4,4,6,4,6,4,6,6,6,80,80,80,80,80,"2020","2022",6,3.85714285714286,6.2,2.5,2.5,5.8,5.8,5.7,80,0,0,1,0,1,7
"31","P_9EMODwtR20uy14F","P_02qTEGP1PX2qXIN","Peer","R_Y9vi7TL3kVEegIp","9/14/20 6:44","9/14/20 7:04",6.545454545,6.444444444,6.375,6.125,6,6.125,6.9,6,5,5,4,6,2,4,6,3,2,2,2,2,6,5,6,2,4,4,6,6,5,6,6,5,3,5,4,5,6,5,6,6,6,5,4,5,6,6,6,6,5,5,5,4,NA,6,7,7,7,6,6,6,NA,NA,6,7,7,7,NA,NA,7,5,NA,6,6,6,7,6,6,NA,NA,NA,NA,7,6,7,6,6,7,6,6,NA,6,5,7,NA,7,NA,6,6,6,6,NA,6,NA,NA,7,NA,NA,6,6,7,6,6,7,7,NA,NA,NA,NA,NA,6,NA,NA,NA,7,NA,7,NA,NA,NA,NA,NA,7,7,NA,NA,7,NA,7,6,7,7,7,91,92,85,93,94,"2020","2022",5.6,4.71428571428571,5.2,3.75,2,5.6,4.6,5.2,91,0,0,1,0,1,7
"32","P_esA6TbZgQzWfjAF","P_02qTEGP1PX2qXIN","Manager","R_0eVRjqmDhb3kLUR","9/11/20 8:01","9/15/20 8:40",6.916666667,6.666666667,6.4,6.6,6.714285714,6.75,7,6,4,4,6,6,2,6,4,2,4,4,4,2,6,6,4,4,4,2,6,7,6,6,7,7,4,7,4,4,7,5,7,7,7,4,6,6,6,6,6,6,5,4,6,4,7,6,7,7,7,7,7,7,NA,NA,7,7,7,7,NA,NA,6,6,NA,7,7,7,7,7,7,NA,NA,NA,NA,6,6,7,NA,6,NA,7,NA,NA,6,NA,7,NA,7,NA,7,NA,NA,6,NA,7,NA,NA,6,NA,NA,7,7,7,6,7,7,6,6,7,NA,7,NA,7,7,7,6,7,NA,7,NA,NA,NA,NA,NA,7,7,NA,NA,7,7,7,7,7,7,7,99,99,99,99,99,"2020","2022",6.6,4.57142857142857,5.2,3.5,3.5,6.4,4.8,5.5,99,0,0,1,0,1,7
"33","P_7VPS07oIpiEX8Oh","P_02qTEGP1PX2qXIN","DirectReport","R_08LyaZxQQ7SirBv","9/28/20 8:57","9/28/20 9:09",6.5,6.142857143,6.5,7,6.166666667,6,6,6,6,6,5,6,3,5,6,5,4,4,4,4,6,4,5,3,6,4,5,6,6,6,6,6,5,6,4,6,6,6,6,6,6,5,4,6,5,6,6,5,5,5,5,5,NA,6,7,7,NA,6,6,6,NA,NA,7,6,7,7,NA,NA,6,6,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,6,7,6,7,NA,NA,7,7,7,NA,7,NA,7,7,7,7,NA,6,NA,NA,7,NA,NA,6,6,6,6,6,NA,NA,6,7,NA,6,NA,6,6,6,NA,6,NA,7,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,5,6,6,6,92,92,93,93,92,"2020","2022",6,4.71428571428571,5.8,4.75,4,6,5.2,5.2,92.4,0,0,1,0,1,7
"34","P_3wO17RXZvQWoUHb","P_02qTEGP1PX2qXIN","Peer","R_1Fg4I1INzm9XYIW","9/28/20 9:35","9/28/20 20:07",6.916666667,6.444444444,7,6.625,6.833333333,5.714285714,6.846153846,6,7,7,6,6,3,4,7,1,5,4,2,1,6,4,4,2,5,1,5,7,5,7,7,6,4,4,4,6,7,5,5,7,5,3,7,5,7,6,7,7,4,5,5,1,7,7,6,7,7,7,7,7,NA,NA,7,7,7,7,NA,NA,6,4,NA,7,6,7,6,4,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,7,6,7,NA,7,NA,6,7,7,6,NA,3,NA,NA,7,NA,NA,7,7,6,7,7,7,7,6,7,NA,NA,NA,7,7,7,7,7,NA,7,NA,NA,NA,NA,NA,5,7,7,7,7,7,7,7,7,7,7,100,100,100,100,100,"2020","2022",6.4,3.85714285714286,6.4,3.75,3,5.8,4.2,5.4,100,0,0,1,0,1,7
"35","P_6KXy9P1yQzBtBul","P_02qTEGP1PX2qXIN","Manager","R_2CmtotAkYOyDXAN","9/14/20 8:14","9/22/20 13:22",6.583333333,6.555555556,6.6,7,6.714285714,6.875,6.9,6,7,7,7,6,1,4,7,1,4,4,4,1,7,7,7,4,5,4,6,7,2,7,7,7,5,6,7,7,7,6,7,7,6,6,7,6,7,7,7,6,7,6,4,4,6,6,7,7,6,6,7,7,NA,NA,7,6,7,7,NA,NA,7,7,NA,7,6,7,7,7,7,NA,NA,NA,NA,NA,6,7,NA,7,6,7,NA,NA,7,7,7,NA,7,NA,7,7,7,7,NA,6,NA,NA,7,NA,NA,6,7,7,6,7,7,6,7,7,NA,7,NA,6,7,7,6,6,NA,7,NA,NA,NA,NA,NA,7,7,NA,NA,7,7,NA,7,7,7,7,100,100,100,100,100,"2020","2022",6,5.71428571428571,6.6,3.25,3.25,6.6,6.2,6.1,100,0,0,1,0,1,7
"36","P_03d9TFaOPzmWBud","P_03d9TFaOPzmWBud","Self","R_1eyCXsw7VF0Mu66","9/19/20 12:30","9/19/20 13:01",6,4.125,4.666666667,5.142857143,5.142857143,4.333333333,4.9,7,5,7,5,5,3,3,6,3,1,4,3,6,2,1,1,6,7,5,5,6,3,6,5,6,3,5,3,7,5,7,2,5,6,7,3,5,5,6,6,6,2,4,6,6,5,7,7,7,7,3,5,7,7,5,6,NA,NA,NA,3,3,6,6,3,5,NA,NA,NA,NA,NA,3,5,6,6,3,5,NA,NA,NA,NA,NA,NA,5,6,7,5,3,5,5,NA,NA,NA,NA,2,3,6,5,6,5,3,3,NA,NA,NA,NA,NA,NA,5,7,6,2,3,7,6,NA,NA,6,2,7,7,2,3,7,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,90,90,85,80,"2020","2021",5.2,3.85714285714286,5.8,3.75,3.5,5.6,4.4,4.9,85,1,0,1,1,0,7
"37","P_6tFdSx1xwyrgxfv","P_03d9TFaOPzmWBud","Fellow Student","R_1hybxetfpBzOOSz","9/18/20 10:02","9/18/20 10:23",5.909090909,5,5,5.142857143,6,7,5.875,7,7,5,5,7,5,4,7,5,4,4,4,4,5,5,4,4,5,3,4,5,6,6,5,4,4,4,4,4,4,4,4,4,6,6,4,4,4,7,3,5,4,5,3,4,6,6,6,6,6,6,6,5,6,6,6,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,4,6,6,6,4,4,NA,NA,NA,NA,NA,NA,5,2,5,4,6,7,7,NA,NA,NA,NA,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,7,7,7,NA,5,5,5,NA,NA,6,6,NA,5,NA,7,7,6,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,"2020","2021",5.2,4.28571428571429,6.2,5.25,4,4.4,4.4,4.3,51,0,0,1,1,0,7
"38","P_56hZJmaKpAwfghL","P_03d9TFaOPzmWBud","Fellow Student","R_2V45xnx6HRd1PrT","9/27/20 21:16","9/27/20 21:28",6.555555556,4,7,5.857142857,5,6,5.777777778,6,3,4,4,6,5,5,5,4,3,5,3,5,4,5,3,3,4,4,4,5,5,5,3,5,4,3,4,4,3,3,5,3,5,4,4,4,5,4,6,4,5,4,5,5,7,6,7,7,6,NA,NA,7,7,6,6,NA,NA,NA,6,6,NA,6,6,6,NA,NA,NA,NA,NA,NA,7,7,7,NA,7,NA,NA,NA,NA,NA,NA,7,7,6,6,6,6,3,NA,NA,NA,NA,4,3,3,5,2,5,NA,6,NA,NA,NA,NA,NA,NA,6,6,5,4,3,6,NA,NA,NA,6,6,6,6,6,6,6,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,85,80,75,80,"2020","2021",4.6,3.85714285714286,4.6,4.75,4,3.6,4,4.6,78,0,0,1,1,0,7
"39","P_5bvBw55EODjhRUF","P_03d9TFaOPzmWBud","Fellow Student","R_3lWbppcC92w33rN","9/27/20 20:14","9/27/20 20:40",5.8,6,5.333333333,5.833333333,6,6,5.3,6,5,7,2,3,3,3,2,2,6,7,3,6,5,4,3,3,5,3,4,5,3,4,5,5,3,5,5,5,5,5,5,5,6,3,3,5,3,5,5,6,4,5,5,3,6,5,7,7,3,NA,6,6,6,6,6,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,5,6,6,3,6,6,NA,NA,NA,NA,NA,NA,6,5,NA,6,6,6,6,NA,NA,NA,NA,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,6,2,3,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,39,89,NA,59,"2020","2021",4.4,3.85714285714286,4.6,2.5,5.5,5.2,4.2,4.4,62,0,0,1,1,0,7
"40","P_6sOfSz1BybogEaF","P_03d9TFaOPzmWBud","Fellow Student","R_3EvaQSzH88C7tAJ","10/4/20 20:37","10/4/20 20:52",6.454545455,6,6.5,5.428571429,5.833333333,4.75,6.857142857,6,5,6,6,5,4,7,5,2,6,6,6,4,7,6,6,2,4,2,4,7,6,7,6,4,4,5,4,6,6,6,6,5,7,7,4,4,5,6,4,6,4,6,6,4,6,7,6,7,6,6,7,6,6,7,7,NA,NA,NA,5,4,6,NA,4,NA,NA,NA,NA,NA,NA,6,7,6,7,7,6,NA,NA,NA,NA,NA,NA,5,6,6,5,5,5,6,NA,NA,NA,NA,6,5,6,7,6,7,5,6,NA,NA,NA,NA,NA,NA,6,7,5,NA,5,6,6,NA,NA,7,NA,7,7,NA,NA,7,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,96,93,97,98,"2020","2021",6,4.42857142857143,5.6,4.5,5.5,5.8,5.4,4.9,95.8,0,0,1,1,0,7
"41","P_56DZgyqKLaFjFfn","P_03d9TFaOPzmWBud","Fellow Student","R_29z4LuQr9lvU2NX","9/21/20 21:41","9/23/20 12:29",5.272727273,4.571428571,5.333333333,4,4,3.666666667,4.5,5,NA,4,3,6,3,4,5,3,4,6,5,4,4,2,5,2,2,3,4,NA,5,5,4,4,4,NA,NA,4,5,5,4,4,5,NA,3,NA,3,NA,3,5,4,6,NA,4,6,5,6,6,6,4,6,5,5,4,5,NA,NA,NA,3,5,5,3,3,3,NA,NA,NA,NA,NA,5,5,5,6,5,6,NA,NA,NA,NA,NA,NA,4,3,3,5,3,5,5,NA,NA,NA,NA,5,3,3,6,NA,4,5,6,NA,NA,NA,NA,NA,NA,3,3,NA,NA,6,NA,NA,NA,NA,3,5,3,3,6,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,48,80,NA,NA,"2020","2021",4.5,3.14285714285714,4.5,3.75,4.75,4.5,4.33333333333333,4,59,0,0,1,1,0,7
"42","P_5o5Rn5yivgn0c61","P_03d9TFaOPzmWBud","Fellow Student","R_ptNt8Z2hjPkQuit","9/25/20 13:21","9/25/20 13:56",5.545454545,5.375,5.166666667,3.6,5.857142857,5.25,5.142857143,6,4,4,5,4,4,4,4,2,2,2,4,2,4,4,4,2,5,5,4,6,4,6,4,4,6,6,4,4,3,6,5,4,6,6,4,6,5,7,3,6,4,4,4,5,6,7,7,6,6,3,6,5,6,3,6,NA,NA,NA,6,6,3,NA,NA,6,NA,NA,NA,NA,NA,7,7,4,3,5,5,NA,NA,NA,NA,NA,NA,NA,3,6,3,3,NA,3,NA,NA,NA,NA,3,5,5,6,6,6,7,5,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,5,NA,NA,6,NA,3,5,NA,5,NA,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,90,68,88,78,"2020","2021",4.8,4,4.6,3.5,2.5,4.6,5.4,4.8,82.6,0,0,1,1,0,7
"43","P_bvEfUZbvduME7gp","P_03d9TFaOPzmWBud","Fellow Student","R_1dLiWGdD90IFA5A","10/5/20 17:19","10/5/20 17:42",5.909090909,5.571428571,5.5,5.714285714,5.857142857,5.833333333,6.1,6,5,6,5,6,4,5,4,2,3,3,2,2,4,5,3,3,5,3,3,6,5,6,5,5,5,6,4,6,6,5,4,4,5,4,4,5,3,6,5,6,3,5,4,3,7,6,7,7,5,5,5,6,5,6,6,NA,NA,NA,6,6,5,5,7,6,NA,NA,NA,NA,NA,6,5,6,NA,NA,5,NA,NA,NA,NA,NA,NA,5,6,6,5,5,6,7,NA,NA,NA,NA,NA,6,6,5,6,6,5,5,NA,NA,NA,NA,NA,NA,5,7,6,7,6,5,5,NA,NA,6,5,7,7,5,6,5,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,80,93,89,97,"2020","2021",5.4,3.71428571428571,5.6,3.75,2.5,5.4,4.4,4.4,90.2,0,0,1,1,0,7
"44","P_eWkVDMchd9Ysu3z","P_064Qfq9ALsCM8vj","Fellow Student","R_1FQ7JLgjKoaCamS","9/28/20 20:40","9/28/20 20:56",6.666666667,6.625,7,7,6.142857143,6.833333333,6.625,7,7,7,7,7,3,7,4,1,2,2,1,1,6,6,6,6,7,6,7,7,5,6,7,6,3,4,4,6,7,6,6,6,7,6,6,6,5,4,7,5,4,6,5,5,7,6,7,7,NA,NA,7,6,7,7,6,NA,NA,NA,6,7,7,7,7,7,NA,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,NA,NA,NA,NA,6,7,7,7,7,7,7,5,NA,NA,NA,NA,NA,NA,7,7,7,5,6,5,6,NA,NA,6,6,7,7,7,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,85,93,81,86,"2020","2021",6.2,6.28571428571429,7,3.75,1.5,6,5,5.3,83.6,0,0,1,1,0,2
"45","P_0wus5HzciNQi8Ad","P_064Qfq9ALsCM8vj","Peer","R_11619R0zdyshnwB","9/25/20 13:27","9/25/20 14:51",6.727272727,6.375,6.166666667,6.571428571,6.714285714,6.666666667,6.9,7,6,7,7,6,2,6,5,2,2,4,2,1,7,6,6,5,6,6,6,7,6,5,7,7,6,6,6,6,7,5,5,5,7,5,6,7,7,7,7,7,5,6,4,5,6,6,7,7,7,6,7,7,7,7,7,NA,NA,NA,7,7,7,7,6,6,NA,NA,NA,NA,NA,5,6,6,7,6,7,NA,NA,NA,NA,NA,NA,6,7,5,7,7,7,7,NA,NA,NA,NA,5,7,7,7,7,7,6,5,NA,NA,NA,NA,NA,NA,7,7,7,7,6,7,6,NA,NA,7,7,7,7,7,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,80,100,85,95,"2020","2021",6.4,6,6.6,3.75,2.25,6.2,5.4,6.1,91,0,0,1,1,0,2
"46","P_9QxM15JbQC4fXal","P_064Qfq9ALsCM8vj","Peer","R_2bNOWcZG6KDXux2","9/28/20 21:22","9/28/20 22:07",5.818181818,5.333333333,6.666666667,6.142857143,6.5,6.333333333,6.333333333,4,6,7,5,7,1,6,7,1,5,1,6,1,5,7,5,7,2,2,4,7,7,7,7,6,5,5,4,7,6,7,4,6,7,6,6,6,7,7,5,7,4,7,4,4,6,6,7,6,7,3,7,3,5,7,7,NA,NA,NA,5,NA,NA,7,7,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,7,7,3,7,6,7,6,NA,NA,NA,NA,NA,3,7,6,NA,7,7,2,NA,NA,NA,NA,NA,NA,NA,7,7,6,6,6,7,NA,NA,NA,NA,6,6,NA,6,7,7,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,95,90,100,95,"2020","2021",6.8,4.57142857142857,5.8,3.75,3.25,6.2,5.2,5.7,94,0,0,1,1,0,2
"47","P_06tsn8Cq6RkhgWh","P_06tsn8Cq6RkhgWh","Self","R_dnz1y8RJQcv66iZ","9/24/20 13:21","9/24/20 13:34",5.916666667,5.222222222,4.625,5.375,5.857142857,5.666666667,5.538461538,6,5,6,5,4,2,4,3,3,3,2,5,4,5,2,3,2,3,5,4,7,6,6,7,6,5,7,5,7,5,7,6,6,7,6,3,5,3,5,3,7,5,7,7,3,7,6,7,6,5,5,6,6,NA,NA,6,6,6,5,NA,NA,5,6,NA,NA,5,6,6,NA,6,NA,NA,NA,NA,5,5,5,3,6,4,6,3,NA,6,6,5,NA,6,NA,5,6,3,6,NA,4,NA,NA,7,NA,NA,6,3,6,6,4,5,6,7,7,NA,6,NA,5,4,5,7,6,NA,6,NA,NA,NA,NA,NA,5,6,6,5,5,5,5,5,6,6,6,72,90,95,61,76,"2020","2022",6.4,3.42857142857143,5.2,3,3.5,6.4,5.8,4.8,78.8,1,0,1,0,1,1
"48","P_cOsh7QcuaXSPMGx","P_06tsn8Cq6RkhgWh","Peer","R_2PBhwz2KGCWSvIl","9/24/20 15:05","9/26/20 12:13",5.666666667,5.333333333,6.375,5,5.857142857,5.75,6.076923077,5,3,6,5,5,3,6,3,3,5,5,6,3,7,7,7,6,6,7,7,6,7,5,7,5,5,6,5,6,5,6,7,6,6,3,5,6,5,6,6,7,6,7,6,5,4,6,6,5,6,6,5,7,NA,NA,7,6,5,5,NA,NA,6,5,NA,5,6,6,6,6,6,NA,NA,NA,NA,6,7,7,6,7,6,6,6,NA,4,6,5,NA,4,NA,6,4,5,6,NA,5,NA,NA,3,NA,NA,6,5,5,5,6,7,6,6,7,NA,6,NA,5,6,6,5,5,NA,6,NA,NA,NA,NA,NA,6,6,7,6,6,7,6,6,7,5,6,70,70,75,80,75,"2020","2022",6,6.71428571428571,4.8,3.75,4.75,5.8,5.2,5.9,74,0,0,1,0,1,1
"49","P_07EUWltvP0skYTP","P_07EUWltvP0skYTP","Self","R_1mxSWjhDhsz8hn4","9/30/20 10:19","9/30/20 10:27",4.545454545,6.25,6.333333333,7,5.142857143,6.333333333,6.6,7,6,7,5,6,6,6,5,3,7,5,5,3,5,7,3,5,6,6,6,7,6,7,7,6,7,7,6,7,7,7,7,7,7,6,7,7,7,7,6,7,6,7,6,5,3,6,7,3,5,3,3,5,3,6,6,NA,NA,NA,6,7,6,6,7,6,NA,NA,NA,NA,NA,5,7,7,7,5,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,NA,NA,NA,NA,7,6,6,6,7,6,7,5,NA,NA,NA,NA,NA,NA,6,6,6,5,5,3,5,NA,NA,7,7,6,7,7,6,7,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,62,100,92,72,"2020","2021",6.6,5.42857142857143,6.2,5,5,7,6.6,6.5,79.2,1,0,1,1,0,5
"50","P_8rdND3XPSWAhqZL","P_07EUWltvP0skYTP","Fellow Student","R_21nz7SRHrMf7bDx","9/26/20 22:35","9/26/20 23:16",4.5,5.571428571,6.666666667,6.142857143,6.142857143,6.25,5.375,6,3,6,6,5,2,4,6,1,6,4,5,3,7,6,4,3,4,5,6,4,6,4,6,3,3,5,6,6,6,5,4,4,6,7,2,5,5,5,5,6,4,6,6,5,NA,3,7,3,3,6,7,3,3,7,3,NA,NA,NA,NA,NA,6,7,6,6,NA,NA,NA,NA,NA,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,7,7,7,6,6,NA,NA,NA,NA,5,6,7,3,6,6,NA,6,NA,NA,NA,NA,NA,NA,7,7,6,7,5,6,5,NA,NA,3,NA,6,7,3,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,61,"2020","2021",4.6,5,5.2,3.25,4.5,5.4,5,4.9,66.5,0,0,1,1,0,5
